uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,57
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,34
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,73
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,34
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,1
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,4
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,5
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
CE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"90 - 99",M,1
CE,PNEUMONIA,AMBULANCIA,"90 - 99",M,1
CE,PNEUMONIA,DOMICILIO,"90 - 99",F,119
CE,PNEUMONIA,DOMICILIO,"90 - 99",M,105
CE,PNEUMONIA,HOSPITAL,"90 - 99",F,435
CE,PNEUMONIA,HOSPITAL,"90 - 99",I,1
CE,PNEUMONIA,HOSPITAL,"90 - 99",M,279
CE,PNEUMONIA,IGNORADO,"90 - 99",F,3
CE,PNEUMONIA,IGNORADO,"90 - 99",M,3
CE,PNEUMONIA,OUTRO,"90 - 99",F,7
CE,PNEUMONIA,OUTRO,"90 - 99",M,2
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,46
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,17
CE,SEPTICEMIA,AMBULANCIA,"90 - 99",F,1
CE,SEPTICEMIA,DOMICILIO,"90 - 99",F,33
CE,SEPTICEMIA,DOMICILIO,"90 - 99",M,24
CE,SEPTICEMIA,HOSPITAL,"90 - 99",F,165
CE,SEPTICEMIA,HOSPITAL,"90 - 99",I,1
CE,SEPTICEMIA,HOSPITAL,"90 - 99",M,115
CE,SEPTICEMIA,IGNORADO,"90 - 99",F,3
CE,SEPTICEMIA,IGNORADO,"90 - 99",M,6
CE,SEPTICEMIA,OUTRO,"90 - 99",F,3
CE,SEPTICEMIA,OUTRO,"90 - 99",M,1
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,18
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,8
CE,SRAG,DOMICILIO,"90 - 99",F,1
CE,SRAG,DOMICILIO,"90 - 99",M,1
CE,SRAG,HOSPITAL,"90 - 99",F,3
CE,SRAG,HOSPITAL,"90 - 99",M,4
CE,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
DF,OUTRAS,DOMICILIO,"90 - 99",F,61
DF,OUTRAS,DOMICILIO,"90 - 99",M,33
DF,OUTRAS,HOSPITAL,"90 - 99",F,106
DF,OUTRAS,HOSPITAL,"90 - 99",M,55
DF,OUTRAS,OUTRO,"90 - 99",F,7
DF,OUTRAS,OUTRO,"90 - 99",M,4
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,6
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,5
DF,COVID,DOMICILIO,"90 - 99",F,1
DF,COVID,HOSPITAL,"90 - 99",F,1
DF,COVID,HOSPITAL,"90 - 99",M,5
DF,INDETERMINADA,HOSPITAL,"90 - 99",F,1
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,3
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,6
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,33
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,13
DF,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,2
DF,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,1
DF,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
DF,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
DF,PNEUMONIA,DOMICILIO,"90 - 99",F,16
DF,PNEUMONIA,DOMICILIO,"90 - 99",M,5
DF,PNEUMONIA,HOSPITAL,"90 - 99",F,147
DF,PNEUMONIA,HOSPITAL,"90 - 99",M,96
DF,PNEUMONIA,OUTRO,"90 - 99",F,8
DF,PNEUMONIA,OUTRO,"90 - 99",M,3
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,9
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,3
DF,SEPTICEMIA,DOMICILIO,"90 - 99",F,5
DF,SEPTICEMIA,DOMICILIO,"90 - 99",M,4
DF,SEPTICEMIA,HOSPITAL,"90 - 99",F,78
DF,SEPTICEMIA,HOSPITAL,"90 - 99",M,45
DF,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,4
ES,OUTRAS,DOMICILIO,"90 - 99",F,138
ES,OUTRAS,DOMICILIO,"90 - 99",I,1
ES,OUTRAS,DOMICILIO,"90 - 99",M,64
ES,OUTRAS,HOSPITAL,"90 - 99",F,174
ES,OUTRAS,HOSPITAL,"90 - 99",M,85
ES,OUTRAS,OUTRO,"90 - 99",F,8
ES,OUTRAS,OUTRO,"90 - 99",M,2
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,11
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,8
ES,OUTRAS,VIA_PUBLICA,"90 - 99",F,1
ES,OUTRAS,VIA_PUBLICA,"90 - 99",M,2
ES,COVID,HOSPITAL,"90 - 99",F,11
ES,COVID,HOSPITAL,"90 - 99",M,5
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,15
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,8
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,42
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,27
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,4
ES,PNEUMONIA,DOMICILIO,"90 - 99",F,23
ES,PNEUMONIA,DOMICILIO,"90 - 99",M,25
ES,PNEUMONIA,HOSPITAL,"90 - 99",F,243
ES,PNEUMONIA,HOSPITAL,"90 - 99",I,1
ES,PNEUMONIA,HOSPITAL,"90 - 99",M,137
ES,PNEUMONIA,IGNORADO,"90 - 99",M,1
ES,PNEUMONIA,OUTRO,"90 - 99",F,3
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,15
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
ES,PNEUMONIA,VIA_PUBLICA,"90 - 99",M,1
ES,SEPTICEMIA,DOMICILIO,"90 - 99",F,14
ES,SEPTICEMIA,DOMICILIO,"90 - 99",M,6
ES,SEPTICEMIA,HOSPITAL,"90 - 99",F,149
ES,SEPTICEMIA,HOSPITAL,"90 - 99",I,1
ES,SEPTICEMIA,HOSPITAL,"90 - 99",M,79
ES,SEPTICEMIA,OUTRO,"90 - 99",M,1
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
ES,SRAG,DOMICILIO,"90 - 99",F,1
ES,SRAG,HOSPITAL,"90 - 99",F,3
ES,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
GO,OUTRAS,DOMICILIO,"90 - 99",F,118
GO,OUTRAS,DOMICILIO,"90 - 99",M,78
GO,OUTRAS,HOSPITAL,"90 - 99",F,146
GO,OUTRAS,HOSPITAL,"90 - 99",M,100
GO,OUTRAS,IGNORADO,"90 - 99",F,7
GO,OUTRAS,IGNORADO,"90 - 99",M,5
GO,OUTRAS,OUTRO,"90 - 99",F,31
GO,OUTRAS,OUTRO,"90 - 99",M,26
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,33
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,20
GO,COVID,DOMICILIO,"90 - 99",F,3
GO,COVID,DOMICILIO,"90 - 99",M,1
GO,COVID,HOSPITAL,"90 - 99",F,4
GO,COVID,HOSPITAL,"90 - 99",M,1
GO,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
GO,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
GO,INDETERMINADA,HOSPITAL,"90 - 99",F,2
GO,INDETERMINADA,OUTRO,"90 - 99",F,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,26
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,26
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,37
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,32
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,1
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,1
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,7
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,6
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,14
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,10
GO,PNEUMONIA,DOMICILIO,"90 - 99",F,25
GO,PNEUMONIA,DOMICILIO,"90 - 99",M,29
GO,PNEUMONIA,HOSPITAL,"90 - 99",F,269
GO,PNEUMONIA,HOSPITAL,"90 - 99",M,170
GO,PNEUMONIA,IGNORADO,"90 - 99",F,5
GO,PNEUMONIA,IGNORADO,"90 - 99",M,6
GO,PNEUMONIA,OUTRO,"90 - 99",F,7
GO,PNEUMONIA,OUTRO,"90 - 99",M,5
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,47
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,33
GO,SEPTICEMIA,DOMICILIO,"90 - 99",F,9
GO,SEPTICEMIA,DOMICILIO,"90 - 99",M,1
GO,SEPTICEMIA,HOSPITAL,"90 - 99",F,95
GO,SEPTICEMIA,HOSPITAL,"90 - 99",I,1
GO,SEPTICEMIA,HOSPITAL,"90 - 99",M,55
GO,SEPTICEMIA,IGNORADO,"90 - 99",F,2
GO,SEPTICEMIA,IGNORADO,"90 - 99",M,2
GO,SEPTICEMIA,OUTRO,"90 - 99",F,1
GO,SEPTICEMIA,OUTRO,"90 - 99",M,1
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,15
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,9
GO,SRAG,HOSPITAL,"90 - 99",F,3
GO,SRAG,HOSPITAL,"90 - 99",M,1
MA,OUTRAS,AMBULANCIA,"90 - 99",F,1
MA,OUTRAS,AMBULANCIA,"90 - 99",M,1
MA,OUTRAS,DOMICILIO,"90 - 99",F,132
MA,OUTRAS,DOMICILIO,"90 - 99",I,1
MA,OUTRAS,DOMICILIO,"90 - 99",M,136
MA,OUTRAS,HOSPITAL,"90 - 99",F,89
MA,OUTRAS,HOSPITAL,"90 - 99",M,70
MA,OUTRAS,IGNORADO,"90 - 99",F,1
MA,OUTRAS,IGNORADO,"90 - 99",M,1
MA,OUTRAS,OUTRO,"90 - 99",F,4
MA,OUTRAS,OUTRO,"90 - 99",M,7
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,3
MA,OUTRAS,VIA_PUBLICA,"90 - 99",F,1
MA,OUTRAS,VIA_PUBLICA,"90 - 99",M,1
MA,COVID,HOSPITAL,"90 - 99",F,2
MA,COVID,HOSPITAL,"90 - 99",M,3
MA,INDETERMINADA,DOMICILIO,"90 - 99",F,2
MA,INDETERMINADA,DOMICILIO,"90 - 99",M,2
MA,INDETERMINADA,HOSPITAL,"90 - 99",F,1
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,12
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,13
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,23
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,16
MA,PNEUMONIA,DOMICILIO,"90 - 99",F,23
MA,PNEUMONIA,DOMICILIO,"90 - 99",M,21
MA,PNEUMONIA,HOSPITAL,"90 - 99",F,71
MA,PNEUMONIA,HOSPITAL,"90 - 99",M,55
MA,PNEUMONIA,IGNORADO,"90 - 99",M,2
MA,PNEUMONIA,OUTRO,"90 - 99",F,3
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
MA,SEPTICEMIA,DOMICILIO,"90 - 99",F,4
MA,SEPTICEMIA,DOMICILIO,"90 - 99",M,7
MA,SEPTICEMIA,HOSPITAL,"90 - 99",F,31
MA,SEPTICEMIA,HOSPITAL,"90 - 99",M,20
MA,SRAG,DOMICILIO,"90 - 99",F,1
MA,SRAG,HOSPITAL,"90 - 99",M,1
MG,OUTRAS,DOMICILIO,"90 - 99",F,1013
MG,OUTRAS,DOMICILIO,"90 - 99",M,555
MG,OUTRAS,HOSPITAL,"90 - 99",F,1140
MG,OUTRAS,HOSPITAL,"90 - 99",M,689
MG,OUTRAS,IGNORADO,"90 - 99",F,25
MG,OUTRAS,IGNORADO,"90 - 99",I,8
MG,OUTRAS,IGNORADO,"90 - 99",M,16
MG,OUTRAS,OUTRO,"90 - 99",F,58
MG,OUTRAS,OUTRO,"90 - 99",M,34
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,126
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,82
MG,OUTRAS,VIA_PUBLICA,"90 - 99",F,11
MG,OUTRAS,VIA_PUBLICA,"90 - 99",M,6
MG,COVID,DOMICILIO,"90 - 99",F,3
MG,COVID,HOSPITAL,"90 - 99",F,31
MG,COVID,HOSPITAL,"90 - 99",M,19
MG,COVID,OUTRO,"90 - 99",F,1
MG,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,4
MG,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
MG,INDETERMINADA,DOMICILIO,"90 - 99",F,29
MG,INDETERMINADA,DOMICILIO,"90 - 99",M,14
MG,INDETERMINADA,HOSPITAL,"90 - 99",F,14
MG,INDETERMINADA,HOSPITAL,"90 - 99",M,5
MG,INDETERMINADA,IGNORADO,"90 - 99",I,3
MG,INDETERMINADA,OUTRO,"90 - 99",F,1
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
MG,INDETERMINADA,VIA_PUBLICA,"90 - 99",F,1
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,99
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,50
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,279
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,149
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,7
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",I,3
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,5
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,2
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,30
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,27
MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"90 - 99",F,2
MG,PNEUMONIA,DOMICILIO,"90 - 99",F,125
MG,PNEUMONIA,DOMICILIO,"90 - 99",M,71
MG,PNEUMONIA,HOSPITAL,"90 - 99",F,1261
MG,PNEUMONIA,HOSPITAL,"90 - 99",M,863
MG,PNEUMONIA,IGNORADO,"90 - 99",F,14
MG,PNEUMONIA,IGNORADO,"90 - 99",M,14
MG,PNEUMONIA,OUTRO,"90 - 99",F,15
MG,PNEUMONIA,OUTRO,"90 - 99",M,9
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,96
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,55
MG,PNEUMONIA,VIA_PUBLICA,"90 - 99",F,2
MG,SEPTICEMIA,DOMICILIO,"90 - 99",F,40
MG,SEPTICEMIA,DOMICILIO,"90 - 99",M,16
MG,SEPTICEMIA,HOSPITAL,"90 - 99",F,705
MG,SEPTICEMIA,HOSPITAL,"90 - 99",M,361
MG,SEPTICEMIA,IGNORADO,"90 - 99",F,8
MG,SEPTICEMIA,IGNORADO,"90 - 99",I,3
MG,SEPTICEMIA,IGNORADO,"90 - 99",M,5
MG,SEPTICEMIA,OUTRO,"90 - 99",F,12
MG,SEPTICEMIA,OUTRO,"90 - 99",M,4
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,71
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,35
MG,SEPTICEMIA,VIA_PUBLICA,"90 - 99",F,1
MG,SEPTICEMIA,VIA_PUBLICA,"90 - 99",M,1
MG,SRAG,DOMICILIO,"90 - 99",F,1
MG,SRAG,DOMICILIO,"90 - 99",M,2
MG,SRAG,HOSPITAL,"90 - 99",F,12
MG,SRAG,HOSPITAL,"90 - 99",M,4
MG,SRAG,IGNORADO,"90 - 99",F,1
MG,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
MS,OUTRAS,DOMICILIO,"90 - 99",F,71
MS,OUTRAS,DOMICILIO,"90 - 99",M,65
MS,OUTRAS,HOSPITAL,"90 - 99",F,74
MS,OUTRAS,HOSPITAL,"90 - 99",I,1
MS,OUTRAS,HOSPITAL,"90 - 99",M,77
MS,OUTRAS,OUTRO,"90 - 99",F,2
MS,OUTRAS,OUTRO,"90 - 99",M,3
MS,OUTRAS,POSTO_SAUDE,"90 - 99",F,3
MS,OUTRAS,VIA_PUBLICA,"90 - 99",F,1
MS,COVID,HOSPITAL,"90 - 99",F,5
MS,COVID,HOSPITAL,"90 - 99",M,2
MS,INDETERMINADA,DOMICILIO,"90 - 99",F,3
MS,INDETERMINADA,DOMICILIO,"90 - 99",M,2
MS,INDETERMINADA,HOSPITAL,"90 - 99",F,1
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,13
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,10
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,18
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,13
MS,PNEUMONIA,DOMICILIO,"90 - 99",F,6
MS,PNEUMONIA,DOMICILIO,"90 - 99",M,10
MS,PNEUMONIA,HOSPITAL,"90 - 99",F,115
MS,PNEUMONIA,HOSPITAL,"90 - 99",M,127
MS,PNEUMONIA,POSTO_SAUDE,"90 - 99",F,1
MS,SEPTICEMIA,DOMICILIO,"90 - 99",M,3
MS,SEPTICEMIA,HOSPITAL,"90 - 99",F,57
MS,SEPTICEMIA,HOSPITAL,"90 - 99",M,36
MT,OUTRAS,DOMICILIO,"90 - 99",F,51
MT,OUTRAS,DOMICILIO,"90 - 99",M,44
MT,OUTRAS,HOSPITAL,"90 - 99",F,60
MT,OUTRAS,HOSPITAL,"90 - 99",M,40
MT,OUTRAS,IGNORADO,"90 - 99",F,41
MT,OUTRAS,IGNORADO,"90 - 99",M,27
MT,OUTRAS,OUTRO,"90 - 99",F,16
MT,OUTRAS,OUTRO,"90 - 99",M,9
MT,COVID,HOSPITAL,"90 - 99",F,1
MT,COVID,HOSPITAL,"90 - 99",M,4
MT,COVID,IGNORADO,"90 - 99",F,1
MT,INDETERMINADA,OUTRO,"90 - 99",M,1
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,3
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,4
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,12
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,18
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,9
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,8
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,2
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,2
MT,PNEUMONIA,DOMICILIO,"90 - 99",F,5
MT,PNEUMONIA,DOMICILIO,"90 - 99",M,4
MT,PNEUMONIA,HOSPITAL,"90 - 99",F,54
MT,PNEUMONIA,HOSPITAL,"90 - 99",M,48
MT,PNEUMONIA,IGNORADO,"90 - 99",F,23
MT,PNEUMONIA,IGNORADO,"90 - 99",M,19
MT,PNEUMONIA,OUTRO,"90 - 99",F,4
MT,PNEUMONIA,OUTRO,"90 - 99",M,5
MT,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
MT,SEPTICEMIA,DOMICILIO,"90 - 99",M,1
MT,SEPTICEMIA,HOSPITAL,"90 - 99",F,19
MT,SEPTICEMIA,HOSPITAL,"90 - 99",M,11
MT,SEPTICEMIA,IGNORADO,"90 - 99",F,11
MT,SEPTICEMIA,IGNORADO,"90 - 99",M,9
MT,SEPTICEMIA,OUTRO,"90 - 99",F,3
MT,SEPTICEMIA,OUTRO,"90 - 99",M,1
MT,SRAG,DOMICILIO,"90 - 99",F,1
MT,SRAG,HOSPITAL,"90 - 99",F,1
PA,OUTRAS,DOMICILIO,"90 - 99",F,150
PA,OUTRAS,DOMICILIO,"90 - 99",M,107
PA,OUTRAS,HOSPITAL,"90 - 99",F,74
PA,OUTRAS,HOSPITAL,"90 - 99",M,51
PA,OUTRAS,IGNORADO,"90 - 99",F,6
PA,OUTRAS,OUTRO,"90 - 99",F,3
PA,OUTRAS,OUTRO,"90 - 99",M,3
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,10
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,8
PA,OUTRAS,VIA_PUBLICA,"90 - 99",M,1
PA,COVID,DOMICILIO,"90 - 99",M,1
PA,COVID,HOSPITAL,"90 - 99",F,5
PA,INDETERMINADA,DOMICILIO,"90 - 99",F,7
PA,INDETERMINADA,DOMICILIO,"90 - 99",M,6
PA,INDETERMINADA,HOSPITAL,"90 - 99",F,1
PA,INDETERMINADA,IGNORADO,"90 - 99",F,1
PA,INDETERMINADA,OUTRO,"90 - 99",F,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,21
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,14
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,36
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,34
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,6
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"90 - 99",M,1
PA,PNEUMONIA,DOMICILIO,"90 - 99",F,28
PA,PNEUMONIA,DOMICILIO,"90 - 99",M,22
PA,PNEUMONIA,HOSPITAL,"90 - 99",F,162
PA,PNEUMONIA,HOSPITAL,"90 - 99",M,105
PA,PNEUMONIA,IGNORADO,"90 - 99",M,1
PA,PNEUMONIA,OUTRO,"90 - 99",F,3
PA,PNEUMONIA,OUTRO,"90 - 99",M,2
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,15
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,10
PA,SEPTICEMIA,DOMICILIO,"90 - 99",F,8
PA,SEPTICEMIA,DOMICILIO,"90 - 99",M,9
PA,SEPTICEMIA,HOSPITAL,"90 - 99",F,56
PA,SEPTICEMIA,HOSPITAL,"90 - 99",M,27
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,4
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,6
PA,SRAG,HOSPITAL,"90 - 99",F,2
PA,SRAG,HOSPITAL,"90 - 99",M,2
PB,OUTRAS,DOMICILIO,"90 - 99",F,250
PB,OUTRAS,DOMICILIO,"90 - 99",M,151
PB,OUTRAS,HOSPITAL,"90 - 99",F,127
PB,OUTRAS,HOSPITAL,"90 - 99",M,64
PB,OUTRAS,IGNORADO,"90 - 99",F,2
PB,OUTRAS,IGNORADO,"90 - 99",M,1
PB,OUTRAS,OUTRO,"90 - 99",F,11
PB,OUTRAS,OUTRO,"90 - 99",M,6
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,14
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,6
PB,OUTRAS,VIA_PUBLICA,"90 - 99",F,3
PB,COVID,DOMICILIO,"90 - 99",F,1
PB,COVID,HOSPITAL,"90 - 99",F,3
PB,COVID,HOSPITAL,"90 - 99",M,5
PB,INDETERMINADA,DOMICILIO,"90 - 99",F,3
PB,INDETERMINADA,DOMICILIO,"90 - 99",M,5
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,23
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,14
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,42
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,17
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,3
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,3
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"90 - 99",M,1
PB,PNEUMONIA,DOMICILIO,"90 - 99",F,48
PB,PNEUMONIA,DOMICILIO,"90 - 99",M,26
PB,PNEUMONIA,HOSPITAL,"90 - 99",F,226
PB,PNEUMONIA,HOSPITAL,"90 - 99",M,134
PB,PNEUMONIA,IGNORADO,"90 - 99",F,1
PB,PNEUMONIA,IGNORADO,"90 - 99",M,1
PB,PNEUMONIA,OUTRO,"90 - 99",F,3
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,8
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,3
PB,PNEUMONIA,VIA_PUBLICA,"90 - 99",M,1
PB,SEPTICEMIA,DOMICILIO,"90 - 99",F,16
PB,SEPTICEMIA,DOMICILIO,"90 - 99",M,14
PB,SEPTICEMIA,HOSPITAL,"90 - 99",F,157
PB,SEPTICEMIA,HOSPITAL,"90 - 99",M,72
PB,SEPTICEMIA,OUTRO,"90 - 99",M,1
